global_round,task_pos,round_in_task,client_id,task_id,block,eps_trained,eps_aggr,eps_global,cknna_trained,cknna_aggr,cknna_global
110,4,9,4,3,4,0.660248,4.504195,1.562611,0.242176,0.093294,0.117884
110,4,9,0,3,4,4.829644,4.591806,1.418462,0.040318,0.049156,0.16435
111,4,10,4,3,4,1.658333,2.749292,1.000357,0.051118,0.07839,0.092847
111,4,10,0,3,4,11.21338,6.086645,0.616871,0.037934,0.032175,0.160775
111,4,10,2,4,4,8.2e-05,0.000606,0.00028,0.177451,0.268627,0.195098
112,4,11,2,4,4,0.000367,0.00033,0.000139,0.186275,0.238235,0.237255
112,4,11,4,3,4,0.60198,3.226415,1.014148,0.225633,0.108793,0.144262
112,4,11,0,3,4,6.376153,22.251791,1.056646,0.032175,0.041609,0.21708
113,4,12,0,3,4,14.206426,7.741272,2.263316,0.045084,0.042403,0.146375
113,4,12,2,4,4,0.000419,0.000974,0.00051,0.141176,0.17549,0.231373
113,4,12,4,3,4,1.676833,4.217737,1.321525,0.059314,0.074516,0.112966
114,4,13,4,3,4,1.096333,5.601786,3.586012,0.234873,0.036215,0.040835
114,4,13,0,3,4,6.381308,6.05942,3.456833,0.036941,0.051142,0.070109
114,4,13,2,4,4,0.000126,0.021573,0.012189,0.310784,0.105882,0.110784
115,4,14,2,4,4,8.7e-05,0.004273,0.000153,0.115686,0.102941,0.215686
115,4,14,0,3,4,0.39688,3.808303,0.294508,0.125621,0.090665,0.12284
115,4,14,4,3,4,1.364395,3.643343,1.402651,0.037109,0.065872,0.088972
116,4,15,2,4,4,0.000253,0.002166,0.000718,0.227451,0.341176,0.208824
116,4,15,4,3,4,0.601211,4.559207,3.058705,0.261401,0.05693,0.068256
116,4,15,0,3,4,7.236152,28.286228,3.564991,0.024528,0.031082,0.076961
117,4,16,2,4,4,0.003324,0.000919,6.1e-05,0.129412,0.163726,0.286275
117,4,16,4,3,4,2.299748,4.034858,2.036942,0.071088,0.127422,0.080477
117,4,16,0,3,4,5.145849,6.258252,2.526724,0.051142,0.045581,0.120159
118,4,17,0,3,4,6.018391,6.972809,3.13482,0.044389,0.052234,0.128203
118,4,17,4,3,4,1.210724,4.298348,2.259793,0.194933,0.065872,0.096572
118,4,17,2,4,4,0.000171,0.000947,0.0025,0.320588,0.283333,0.255882
119,4,18,2,4,4,0.001112,0.00201,0.00074,0.159804,0.129412,0.173529
119,4,18,0,3,4,4.266437,4.582486,2.650592,0.079643,0.043595,0.065839
119,4,18,4,3,4,1.939432,5.549007,3.033077,0.078241,0.061848,0.043219
120,4,19,4,3,4,1.812334,6.001362,3.471807,0.068256,0.058569,0.052459
120,4,19,2,4,4,0.002082,0.024199,0.010865,0.181373,0.228431,0.184314
120,4,19,0,3,4,5.439749,24.631941,3.168968,0.029593,0.056405,0.084111
121,4,20,4,3,4,0.938484,3.355349,1.393999,0.047988,0.05693,0.057973
121,4,20,2,4,4,0.000794,0.003731,0.000256,0.230392,0.242157,0.301961
121,4,20,0,3,4,2.689943,6.788185,0.374781,0.119067,0.060278,0.067825
122,4,21,4,3,4,1.347059,3.334487,1.549651,0.188674,0.09076,0.116393
122,4,21,2,4,4,0.000343,0.000202,0.000178,0.581373,0.387255,0.445098
122,4,21,0,3,4,6.193913,20.336908,2.215459,0.020755,0.030387,0.156306
123,4,22,0,3,4,5.083186,10.214537,0.655903,0.049752,0.053426,0.31708
123,4,22,4,3,4,1.968834,2.458899,0.894872,0.098361,0.141133,0.232638
123,4,22,2,4,4,0.000199,0.000458,0.000318,0.443137,0.437255,0.465686
124,4,23,2,4,4,0.000426,0.000166,0.000115,0.302941,0.37549,0.313726
124,4,23,0,3,4,7.133941,4.755841,2.836348,0.042999,0.055611,0.143793
124,4,23,4,3,4,1.84622,4.058005,1.733481,0.155887,0.117437,0.113264
125,4,24,4,3,4,1.539249,4.283455,1.214409,0.166617,0.119821,0.181222
125,4,24,0,3,4,4.635448,4.233511,1.795722,0.065144,0.070904,0.194439
125,4,24,2,4,4,0.000668,0.001247,0.000119,0.295098,0.376471,0.548039
