global_round,task_pos,round_in_task,client_id,task_id,block,eps_trained,eps_aggr,eps_global,cknna_trained,cknna_aggr,cknna_global
65,2,14,1,2,4,0.003789,0.005068,0.002923,0.159067,0.157254,0.304663
66,2,15,4,1,4,1.132208,3.578496,1.322356,0.166979,0.150094,0.436773
66,2,15,3,3,4,1.309645,1.708992,0.663721,0.123592,0.152968,0.361948
66,2,15,1,2,4,0.005736,0.004478,0.002296,0.139378,0.175389,0.390415
66,2,15,0,1,4,2.4e-05,6.3e-05,2.8e-05,0.432609,0.458696,0.665217
66,2,15,2,1,4,0.00017,0.00026,0.000136,0.365487,0.469027,0.59292
67,2,16,0,1,4,2.7e-05,2.2e-05,3e-05,0.526087,0.528261,0.647826
67,2,16,2,1,4,0.001329,0.000333,0.000243,0.317699,0.404425,0.568142
67,2,16,4,1,4,0.847497,1.219115,1.293016,0.209568,0.219137,0.404878
67,2,16,1,2,4,0.00237,0.00281,0.001664,0.168394,0.165285,0.403368
67,2,16,3,3,4,1.480185,1.902121,0.729021,0.141553,0.175799,0.31933
68,2,17,4,1,4,0.831414,0.892578,0.693073,0.239962,0.222139,0.337899
68,2,17,3,3,4,1.068928,1.431454,1.002228,0.165297,0.191781,0.277169
68,2,17,2,1,4,8.8e-05,5.6e-05,6.8e-05,0.353982,0.502655,0.531858
68,2,17,0,1,4,1.2e-05,2.1e-05,1.2e-05,0.430435,0.491304,0.602174
68,2,17,1,2,4,0.002454,0.003213,0.001,0.174093,0.160622,0.35829
69,2,18,2,1,4,0.000274,6.5e-05,3.4e-05,0.375221,0.455752,0.569912
69,2,18,4,1,4,4.827498,3.161687,1.191998,0.193433,0.180488,0.346529
69,2,18,3,3,4,1.590182,2.886326,1.090151,0.098326,0.131659,0.287367
69,2,18,1,2,4,0.00238,0.004184,0.001808,0.134456,0.154663,0.32228
69,2,18,0,1,4,4.7e-05,3.6e-05,3e-05,0.478261,0.51087,0.586957
70,2,19,3,3,4,1.543769,3.147629,0.866325,0.108524,0.136377,0.321309
70,2,19,1,2,4,0.004573,0.00429,0.001419,0.176166,0.16114,0.388083
70,2,19,2,1,4,0.000153,0.000158,0.000138,0.413274,0.481416,0.60177
70,2,19,0,1,4,2.8e-05,2.9e-05,1.2e-05,0.482609,0.5,0.663044
70,2,19,4,1,4,0.661788,1.360656,0.425637,0.236773,0.245779,0.392871
71,2,20,3,3,4,1.324627,2.532593,0.691762,0.117656,0.152359,0.315373
71,2,20,1,2,4,0.004333,0.016527,0.004317,0.178238,0.167617,0.405959
71,2,20,4,1,4,0.578016,1.38264,0.40367,0.254221,0.233021,0.381613
71,2,20,2,1,4,8e-05,3.7e-05,2e-05,0.275221,0.389381,0.612389
71,2,20,0,1,4,2.2e-05,5.8e-05,2.4e-05,0.469565,0.471739,0.6
72,2,21,2,1,4,0.00017,3.9e-05,3.8e-05,0.377876,0.419469,0.607965
72,2,21,3,3,4,1.826384,3.713803,1.023677,0.110959,0.133181,0.302588
72,2,21,0,1,4,6e-06,1.2e-05,1.1e-05,0.497826,0.554348,0.636957
72,2,21,4,1,4,0.628492,1.234824,0.468985,0.191745,0.235084,0.387805
72,2,21,1,2,4,0.002647,0.009581,0.001624,0.166839,0.205181,0.376943
73,2,22,1,2,4,0.001171,0.003103,0.00095,0.161658,0.173057,0.397668
73,2,22,2,1,4,4.3e-05,0.000114,5.9e-05,0.39292,0.444248,0.623894
73,2,22,4,1,4,0.773884,2.271321,1.01713,0.204503,0.212383,0.385178
73,2,22,3,3,4,1.762286,2.659148,1.111298,0.087976,0.119635,0.322374
73,2,22,0,1,4,1.3e-05,5.1e-05,2.2e-05,0.491304,0.515217,0.693478
74,2,23,3,3,4,1.824192,1.868834,1.030007,0.14277,0.164992,0.283257
74,2,23,2,1,4,0.000153,4.2e-05,3.1e-05,0.352212,0.437168,0.586726
74,2,23,1,2,4,0.001003,0.004749,0.00155,0.140155,0.179016,0.37487
74,2,23,0,1,4,2e-05,3.1e-05,1.7e-05,0.528261,0.545652,0.63913
74,2,23,4,1,4,0.631779,1.160195,0.633152,0.238649,0.208443,0.339024
75,2,24,1,2,4,0.004269,0.002646,0.000951,0.158808,0.168135,0.410622
75,2,24,0,1,4,4.1e-05,2.3e-05,1.7e-05,0.397826,0.447826,0.678261
75,2,24,2,1,4,0.000165,0.000106,9e-05,0.39823,0.435398,0.626549
75,2,24,3,3,4,1.542825,1.975273,0.815236,0.125723,0.171994,0.317808
75,2,24,4,1,4,0.950477,1.256881,0.66332,0.215385,0.226642,0.38349
76,3,0,0,4,4,0.00155,0.009174,0.004832,0.472803,0.30795,0.294142
76,3,0,3,2,4,0.001314,0.002745,0.000696,0.198833,0.165759,0.24786
76,3,0,2,3,4,4.470827,11.648546,1.377375,0.075691,0.085635,0.149862
76,3,0,4,4,4,5.003243,8.536457,3.482529,0.044042,0.085346,0.116667
76,3,0,1,3,4,0.575908,0.694289,0.394429,0.21513,0.140189,0.206619
77,3,1,0,4,4,0.001451,0.668794,0.300971,0.583682,0.340586,0.337238
77,3,1,3,2,4,0.000357,0.000144,8.8e-05,0.241634,0.337354,0.273541
77,3,1,2,3,4,6.130369,3.563258,0.60599,0.099862,0.091575,0.228729
77,3,1,1,3,4,0.698853,0.221236,0.301512,0.211584,0.168085,0.270449
77,3,1,4,4,4,3.041778,6.412483,8.254948,0.073269,0.115378,0.183172
78,3,2,3,2,4,0.000354,0.00043,0.000147,0.380934,0.30428,0.437354
78,3,2,2,3,4,4.842081,6.445776,0.715631,0.096271,0.106354,0.351519
78,3,2,1,3,4,1.610124,0.378411,0.209029,0.110402,0.124586,0.385106
78,3,2,0,4,4,3.980845,3.483208,0.790756,0.304184,0.293305,0.574895
78,3,2,4,4,4,6.014588,9.683932,2.519989,0.088003,0.123591,0.355234
79,3,3,0,4,4,0.00628,0.004117,0.001234,0.475732,0.469456,0.529289
79,3,3,4,4,4,4.333431,3.07048,2.949551,0.077295,0.125926,0.30942
79,3,3,1,3,4,1.228802,0.458318,0.082038,0.110402,0.1,0.445626
79,3,3,3,2,4,9.7e-05,0.000393,0.000202,0.41323,0.344358,0.48716
79,3,3,2,3,4,4.622341,3.960832,0.466837,0.114641,0.106077,0.360497
80,3,4,0,4,4,0.523843,0.001091,0.000451,0.484519,0.441004,0.629707
80,3,4,1,3,4,1.150118,0.404902,0.10306,0.110875,0.122695,0.488889
80,3,4,4,4,4,2.831479,3.613345,2.032137,0.122786,0.165539,0.403784
80,3,4,2,3,4,2.910999,2.99255,0.625039,0.128315,0.132182,0.418923
80,3,4,3,2,4,6.7e-05,0.000401,0.000124,0.459922,0.431128,0.513619
81,3,5,3,2,4,8.5e-05,0.000416,0.000128,0.449805,0.394553,0.517899
81,3,5,4,4,4,4.68666,6.96515,2.404941,0.093881,0.123672,0.387359
81,3,5,1,3,4,1.077737,0.029424,0.002904,0.150118,0.131206,0.51253
81,3,5,0,4,4,0.006883,0.00095,0.000487,0.448954,0.438912,0.616736
81,3,5,2,3,4,1.825076,2.836433,0.603413,0.127348,0.132735,0.434392
82,3,6,3,2,4,0.000522,0.001059,0.000327,0.46537,0.350973,0.394552
82,3,6,0,4,4,2.045378,0.002891,0.000924,0.309205,0.296234,0.506276
82,3,6,2,3,4,3.122968,2.93709,0.938594,0.098066,0.083149,0.321685
82,3,6,4,4,4,3.321867,2.535439,2.50864,0.099919,0.159903,0.308857
82,3,6,1,3,4,1.743449,0.515249,0.366851,0.125768,0.136879,0.34208
83,3,7,2,3,4,2.182497,7.290071,1.085867,0.127072,0.162983,0.332044
83,3,7,4,4,4,5.075163,3.828845,4.881041,0.122947,0.184541,0.290016
83,3,7,0,4,4,2.761424,1.275211,0.618058,0.280753,0.341004,0.442259
83,3,7,1,3,4,1.805489,1.029607,0.337686,0.108747,0.130024,0.393617
83,3,7,3,2,4,0.000192,0.000775,0.000321,0.38716,0.403502,0.421401
84,3,8,3,2,4,0.000226,0.000741,0.000306,0.454475,0.315564,0.403891
84,3,8,0,4,4,1.959903,0.011056,0.002186,0.315063,0.256485,0.456485
84,3,8,2,3,4,4.061217,6.946015,0.975975,0.06768,0.081906,0.317541
84,3,8,4,4,4,3.839282,6.05035,3.937442,0.100161,0.155475,0.263768
84,3,8,1,3,4,1.319133,0.928942,0.32046,0.088889,0.108983,0.406856
85,3,9,1,3,4,0.919487,0.651147,0.145763,0.136879,0.157683,0.549882
85,3,9,3,2,4,0.000261,0.001033,0.00025,0.39572,0.308171,0.537743
85,3,9,4,4,4,3.005617,2.424341,1.611633,0.121498,0.15628,0.420853
85,3,9,2,3,4,3.193503,4.159403,0.568908,0.091298,0.103453,0.472652
85,3,9,0,4,4,0.00601,0.001044,0.000226,0.268619,0.246025,0.597071
86,3,10,1,3,4,0.749134,0.663996,0.241685,0.125532,0.128605,0.395272
86,3,10,2,3,4,3.277671,7.271088,1.002499,0.068232,0.090746,0.264503
86,3,10,3,2,4,0.000168,0.000684,0.000301,0.300389,0.331907,0.361089
86,3,10,4,4,4,2.821191,6.387662,4.569709,0.101932,0.119163,0.228744
86,3,10,0,4,4,0.015268,0.005698,0.000466,0.187866,0.233054,0.364854
87,3,11,0,4,4,0.00444,0.006275,0.000916,0.23682,0.233891,0.545188
87,3,11,4,4,4,5.14776,6.463843,2.29522,0.114412,0.158776,0.366506
87,3,11,2,3,4,6.066614,3.204859,0.706071,0.099724,0.105249,0.42721
87,3,11,1,3,4,1.258585,0.901501,0.145358,0.181087,0.195035,0.523641
87,3,11,3,2,4,9.3e-05,0.000196,8.5e-05,0.421401,0.403891,0.543191
88,3,12,2,3,4,4.37358,3.407175,1.10997,0.095166,0.097238,0.33384
88,3,12,1,3,4,1.11848,1.386681,0.289882,0.128369,0.146099,0.398582
88,3,12,4,4,4,6.900332,5.805499,3.433115,0.096135,0.158776,0.31562
88,3,12,3,2,4,0.000188,0.000379,0.000104,0.34786,0.318288,0.419066
88,3,12,0,4,4,1.320708,0.003696,0.000692,0.319247,0.286192,0.522176
89,3,13,3,2,4,0.000319,0.001726,0.000882,0.429961,0.340467,0.50428
89,3,13,4,4,4,4.24375,4.375926,1.320596,0.105636,0.139533,0.411353
89,3,13,0,4,4,0.009635,0.001352,0.000166,0.264854,0.241004,0.630126
89,3,13,1,3,4,0.934687,1.859151,0.262731,0.155319,0.141608,0.520804
89,3,13,2,3,4,2.915232,4.186027,0.528785,0.071409,0.080939,0.435083
90,3,14,1,3,4,0.789588,0.923032,0.150045,0.138534,0.165721,0.474705
90,3,14,2,3,4,2.166137,2.321477,0.468756,0.117403,0.134392,0.424033
90,3,14,4,4,4,2.422734,5.015988,1.192415,0.126087,0.165378,0.424155
90,3,14,3,2,4,0.000253,0.000505,0.00018,0.401556,0.338132,0.489883
90,3,14,0,4,4,0.014195,0.008259,0.000516,0.283264,0.228033,0.6
91,3,15,4,4,4,2.770173,6.955013,1.225479,0.127295,0.180998,0.354509
91,3,15,3,2,4,0.000426,0.000695,0.000279,0.267704,0.309728,0.437743
91,3,15,2,3,4,2.32348,6.489325,0.748592,0.085912,0.090746,0.372376
91,3,15,0,4,4,0.031552,8.646506,0.254873,0.225941,0.24477,0.592469
91,3,15,1,3,4,1.362412,1.621398,0.362333,0.09078,0.103546,0.444917
92,3,16,1,3,4,0.800731,1.259697,0.265053,0.110638,0.106856,0.471395
92,3,16,3,2,4,0.00013,0.000821,0.000203,0.349805,0.31284,0.480934
92,3,16,2,3,4,2.570016,6.429485,0.844249,0.085497,0.08674,0.364365
92,3,16,0,4,4,0.008823,0.001858,0.000299,0.326778,0.282427,0.566527
92,3,16,4,4,4,2.922606,5.160882,1.687663,0.09219,0.147182,0.351771
93,3,17,4,4,4,3.77743,3.800193,2.283863,0.118438,0.160467,0.348873
93,3,17,1,3,4,1.408777,1.322261,0.229469,0.120095,0.141371,0.479433
93,3,17,0,4,4,0.311091,0.003779,0.00066,0.276569,0.288703,0.496653
93,3,17,2,3,4,2.223318,6.156366,0.787773,0.112155,0.123066,0.359392
93,3,17,3,2,4,0.000127,0.000883,0.000521,0.360311,0.311284,0.468093
94,3,18,3,2,4,8.3e-05,0.000386,0.000122,0.405447,0.296109,0.402335
94,3,18,2,3,4,1.988708,9.701055,0.90683,0.07942,0.102348,0.361326
94,3,18,1,3,4,0.179621,1.374979,0.296897,0.123168,0.134752,0.440662
94,3,18,4,4,4,4.743987,3.965989,1.591701,0.087681,0.147182,0.303462
94,3,18,0,4,4,0.009889,0.001796,0.000463,0.262343,0.215063,0.495816
95,3,19,2,3,4,2.02042,6.545923,0.684323,0.077624,0.084392,0.38826
95,3,19,1,3,4,0.513661,1.835122,0.210385,0.182506,0.185579,0.447518
95,3,19,0,4,4,0.479001,0.002727,0.000359,0.269874,0.235565,0.426778
95,3,19,3,2,4,0.000176,0.00107,0.000256,0.353696,0.351362,0.440856
95,3,19,4,4,4,3.556265,3.926693,3.917643,0.082126,0.11409,0.292834
96,3,20,1,3,4,1.17608,4.320508,0.497005,0.129078,0.125768,0.450827
96,3,20,3,2,4,8.6e-05,0.001217,0.000385,0.344747,0.306226,0.461089
96,3,20,0,4,4,0.007689,0.004747,0.001279,0.256904,0.233054,0.413807
96,3,20,4,4,4,5.008148,6.7664,3.60057,0.075604,0.112882,0.290258
96,3,20,2,3,4,2.593091,13.882891,0.904118,0.065608,0.078591,0.371547
97,3,21,2,3,4,3.600597,16.480724,1.388496,0.076381,0.094061,0.316436
97,3,21,0,4,4,0.017272,0.007907,0.001795,0.321339,0.253556,0.418828
97,3,21,4,4,4,5.356758,7.984713,2.922172,0.080274,0.133333,0.28277
97,3,21,3,2,4,8e-05,0.001038,0.000263,0.324514,0.270428,0.392218
97,3,21,1,3,4,1.438669,2.511315,0.403089,0.116076,0.132388,0.418676
98,3,22,0,4,4,1.067668,0.111286,0.004718,0.231381,0.167782,0.398326
98,3,22,1,3,4,0.482931,2.867732,0.41043,0.095745,0.113239,0.403546
98,3,22,4,4,4,4.769263,5.54763,2.588318,0.077858,0.12504,0.249678
98,3,22,3,2,4,0.000253,0.000633,0.000336,0.372374,0.331907,0.415175
98,3,22,2,3,4,2.58879,7.841146,1.045151,0.078867,0.084807,0.300967
99,3,23,1,3,4,0.922664,4.777185,0.617017,0.084397,0.086052,0.395981
99,3,23,4,4,4,3.698906,4.099657,1.558952,0.077375,0.138164,0.327214
99,3,23,0,4,4,1.506773,0.019139,0.001231,0.264435,0.242259,0.538494
99,3,23,3,2,4,9.5e-05,0.000486,0.000145,0.436576,0.328016,0.412451
99,3,23,2,3,4,2.722339,10.553331,1.433329,0.095166,0.096409,0.308425
100,3,24,4,4,4,4.065063,5.910993,1.242286,0.114815,0.154589,0.373833
100,3,24,0,4,4,1.091664,0.003089,0.000618,0.336402,0.354812,0.605021
100,3,24,3,2,4,0.000108,0.001528,0.000397,0.384825,0.338132,0.487938
100,3,24,1,3,4,0.856616,3.571217,0.508767,0.096927,0.106383,0.476596
100,3,24,2,3,4,2.778476,12.8341,0.862811,0.088812,0.100552,0.367956
101,4,0,3,4,4,0.000171,0.000291,9.8e-05,0.408197,0.626229,0.486885
101,4,0,0,3,4,2e-06,3e-06,3e-06,0.914286,0.842857,0.842857
101,4,0,1,4,4,3e-05,4.2e-05,2.9e-05,0.428571,0.514286,0.577143
101,4,0,2,4,4,0.188021,3.000258,2.742278,0.836407,0.133333,0.142553
102,4,1,1,4,4,0.000198,0.000582,0.000419,0.294286,0.38,0.537143
102,4,1,2,4,4,0.8019,9.257745,9.728546,0.724586,0.134988,0.134043
102,4,1,0,3,4,3e-06,3e-06,4e-06,0.892857,0.842857,0.814286
102,4,1,3,4,4,0.000194,0.000645,0.000266,0.8,0.421311,0.465574
103,4,2,0,3,4,1e-06,2e-06,2e-06,0.907143,0.9,0.892857
103,4,2,1,4,4,8e-05,0.000192,8.4e-05,0.737143,0.694286,0.717143
103,4,2,2,4,4,0.889167,12.168181,11.298414,0.771631,0.296927,0.319149
103,4,2,3,4,4,0.000935,0.002284,0.002767,0.481967,0.706557,0.606557
104,4,3,3,4,4,0.001591,0.002695,0.001754,0.716393,0.260656,0.278689
104,4,3,2,4,4,1.287002,24.629755,26.355398,0.809456,0.101182,0.101182
104,4,3,0,3,4,4e-06,5e-06,3e-06,0.871429,0.785714,0.807143
104,4,3,1,4,4,0.000551,4e-06,5.6e-05,0.34,0.448571,0.617143
105,4,4,2,4,4,0.364229,7.118674,5.395352,0.777778,0.096454,0.105674
105,4,4,3,4,4,6.4e-05,1.4e-05,4.8e-05,0.270492,0.519672,0.398361
105,4,4,1,4,4,9e-06,1.3e-05,9e-06,0.757143,0.508571,0.545714
105,4,4,0,3,4,2e-06,1.5e-05,1e-06,0.764286,0.721429,0.778571
106,4,5,1,4,4,7.3e-05,5e-06,1.9e-05,0.285714,0.437143,0.468571
106,4,5,3,4,4,3e-06,2.7e-05,1.1e-05,0.619672,0.318033,0.391803
106,4,5,2,4,4,0.02005,0.508716,0.563552,0.866903,0.198345,0.186998
106,4,5,0,3,4,2e-06,3e-06,3e-06,0.957143,0.842857,0.857143
107,4,6,3,4,4,2.8e-05,0.000134,2.4e-05,0.313115,0.542623,0.42459
107,4,6,2,4,4,0.021656,0.588084,0.394745,0.811584,0.175414,0.177069
107,4,6,0,3,4,9e-06,6e-06,7e-06,0.935714,0.771429,0.742857
107,4,6,1,4,4,3e-06,4e-06,3e-06,0.705714,0.617143,0.591429
108,4,7,3,4,4,3.7e-05,0.001036,0.000232,0.621311,0.331148,0.404918
108,4,7,0,3,4,4e-06,9e-06,7e-06,0.964286,0.857143,0.857143
108,4,7,2,4,4,0.119043,1.061951,1.751019,0.634988,0.162175,0.147281
108,4,7,1,4,4,2.220577,5e-06,7e-06,0.288571,0.248571,0.611429
109,4,8,3,4,4,0.001552,0.000295,0.000109,0.313115,0.601639,0.383607
109,4,8,1,4,4,3e-06,5e-06,5e-06,0.74,0.614286,0.58
109,4,8,2,4,4,0.033198,5.586355,5.184311,0.861466,0.169267,0.170922
109,4,8,0,3,4,3e-06,4e-06,2e-06,0.885714,0.885714,0.907143
110,4,9,1,4,4,0.000882,0.00012,4e-05,0.277143,0.328571,0.517143
110,4,9,2,4,4,0.375505,7.976105,8.001603,0.760993,0.142317,0.147991
110,4,9,3,4,4,0.000459,0.000673,0.000513,0.696721,0.5,0.463934
110,4,9,0,3,4,3e-06,4e-06,3e-06,0.95,0.821429,0.85
111,4,10,0,3,4,5e-06,5e-06,6e-06,0.892857,0.842857,0.842857
111,4,10,2,4,4,0.265361,5.066586,4.73677,0.896927,0.098582,0.098345
111,4,10,3,4,4,0.000209,0.000448,0.000398,0.286885,0.555738,0.355738
111,4,10,1,4,4,1.5e-05,3e-06,5e-06,0.594286,0.642857,0.511429
112,4,11,3,4,4,0.000179,0.000118,6.6e-05,0.65082,0.385246,0.480328
112,4,11,2,4,4,0.114698,1.846699,1.651434,0.846572,0.216548,0.213948
112,4,11,0,3,4,2e-06,6e-06,6e-06,0.935714,0.842857,0.85
112,4,11,1,4,4,3.402745,6e-06,1.6e-05,0.24,0.245714,0.591429
113,4,12,0,3,4,1.7e-05,8e-06,1.1e-05,0.971429,0.778571,0.764286
113,4,12,2,4,4,0.06453,1.851917,1.754175,0.88818,0.148463,0.149645
113,4,12,3,4,4,4.4e-05,0.000115,0.000266,0.301639,0.636066,0.37377
113,4,12,1,4,4,1.6e-05,4e-06,3e-06,0.56,0.631429,0.502857
114,4,13,0,3,4,2e-06,1.3e-05,1e-05,0.928571,0.771429,0.8
114,4,13,2,4,4,0.114483,8.827177,9.343374,0.830024,0.098818,0.098582
114,4,13,1,4,4,2.527743,0.000117,6.6e-05,0.285714,0.36,0.5
114,4,13,3,4,4,2.9e-05,0.001926,0.00049,0.711475,0.334426,0.311475
115,4,14,2,4,4,0.711814,9.200274,8.724042,0.795745,0.125059,0.128605
115,4,14,0,3,4,1.5e-05,6e-06,7e-06,0.942857,0.857143,0.9
115,4,14,3,4,4,0.006884,0.00111,0.0007,0.244262,0.552459,0.301639
115,4,14,1,4,4,4.4e-05,1.8e-05,5.4e-05,0.548571,0.588571,0.525714
116,4,15,1,4,4,4.38987,1.7e-05,7.1e-05,0.302857,0.254286,0.474286
116,4,15,2,4,4,0.482852,3.9925,3.527184,0.670686,0.142553,0.145863
116,4,15,3,4,4,0.000182,0.000473,0.000147,0.670492,0.360656,0.345902
116,4,15,0,3,4,6e-06,2.1e-05,1.8e-05,0.964286,0.828571,0.821429
117,4,16,2,4,4,1.197996,4.158777,3.928865,0.785816,0.126714,0.128369
117,4,16,3,4,4,0.000431,6.7e-05,0.000538,0.201639,0.498361,0.260656
117,4,16,0,3,4,2.3e-05,2.2e-05,3.3e-05,0.835714,0.728571,0.7
117,4,16,1,4,4,7.1e-05,3e-06,1.1e-05,0.554286,0.622857,0.477143
118,4,17,0,3,4,1e-06,7e-06,6e-06,0.885714,0.771429,0.735714
118,4,17,1,4,4,2.704382,3.2e-05,7e-06,0.368571,0.385714,0.537143
118,4,17,2,4,4,0.04241,1.656705,1.689819,0.739716,0.1513,0.15461
118,4,17,3,4,4,2.7e-05,0.00048,0.00011,0.698361,0.355738,0.367213
119,4,18,1,4,4,1.6e-05,1.1e-05,1.1e-05,0.728571,0.468571,0.508571
119,4,18,2,4,4,0.027157,0.372572,0.338054,0.878723,0.17234,0.164775
119,4,18,3,4,4,3.5e-05,0.000204,7.9e-05,0.298361,0.577049,0.383607
119,4,18,0,3,4,5e-06,4e-06,6e-06,0.892857,0.792857,0.764286
120,4,19,1,4,4,0.073475,9e-06,5.6e-05,0.331429,0.331429,0.437143
120,4,19,2,4,4,0.146309,3.470235,2.728369,0.740426,0.122695,0.129787
120,4,19,3,4,4,0.000109,0.002613,0.00147,0.786885,0.37377,0.331148
120,4,19,0,3,4,5e-06,9e-06,9e-06,0.921429,0.771429,0.735714
121,4,20,1,4,4,0.00015,1.2e-05,1.6e-05,0.514286,0.517143,0.562857
121,4,20,3,4,4,5.7e-05,0.000522,0.000185,0.296721,0.436066,0.426229
121,4,20,2,4,4,0.194139,2.440196,2.701556,0.852719,0.183452,0.177778
121,4,20,0,3,4,2.5e-05,1.2e-05,1.6e-05,0.921429,0.928571,0.878571
122,4,21,2,4,4,0.207912,2.203372,2.404309,0.817494,0.223641,0.221749
122,4,21,3,4,4,3.9e-05,6.5e-05,4.3e-05,0.745902,0.481967,0.504918
122,4,21,0,3,4,7e-06,1.3e-05,1.1e-05,0.964286,0.835714,0.842857
122,4,21,1,4,4,3.613082,4.7e-05,3.9e-05,0.32,0.385714,0.517143
123,4,22,0,3,4,1.7e-05,9e-06,1.5e-05,0.928571,0.792857,0.778571
123,4,22,3,4,4,0.000624,0.000294,0.000107,0.185246,0.478689,0.260656
123,4,22,2,4,4,0.705025,4.654694,4.67996,0.815367,0.110165,0.107801
123,4,22,1,4,4,0.000178,1.6e-05,0.000112,0.631429,0.568571,0.542857
124,4,23,1,4,4,3.763702,2e-05,5e-05,0.322857,0.271429,0.534286
124,4,23,2,4,4,0.228413,4.725937,4.329877,0.825059,0.111584,0.109693
124,4,23,0,3,4,1.4e-05,1.9e-05,2.5e-05,0.892857,0.742857,0.8
124,4,23,3,4,4,1.4e-05,0.00088,0.000606,0.8,0.257377,0.263934
125,4,24,0,3,4,1.9e-05,7e-06,1.8e-05,0.921429,0.742857,0.721429
125,4,24,3,4,4,6.4e-05,0.000471,0.000128,0.237705,0.506557,0.280328
125,4,24,1,4,4,0.000245,1.6e-05,3.4e-05,0.571429,0.585714,0.482857
125,4,24,2,4,4,0.656832,3.042392,3.393131,0.778723,0.094563,0.090307
